,Nickname,Visit,Title,Review,Traveler_type,Restaurant
1017,Tom T,20-Jan,Nice place to have lunch.,"Just like the other Bear Burgers in the chain, this one serves great burgers.     You can customize your burger with different buns, cheeses, toppings, vegetables and several different patties including 4 or 5 vegan options.    There are great sides like fries, onion rings, brussel sprouts,...More",Friends,Bareburger
1018,msun2010,19-Dec,Tasty and unique burgers - must try!,"Nice place to have lunch.  After walking around Central Park for a good part of the day, my wife, her cousin, and I were hungry for lunch and we spotted this place.  For a beautiful Sunday afternoon we got seated right away and had a...More",Solo,Bareburger
1019,SJames81,20-Jan,This food was an incredible vegan eat! ,Visiting New York Dec 2019 and it's snowing  now it feels like Christmas!  We were starving after a 5 hr flight with some delay. We were told by a friend to Bareburger and why not since there is a location on our street we are...More,Friends,Bareburger
1020,722hernanl,20-Jan,A vegan burger paradise,This food was incredible. I opted for the full vegan menu and its the best vegan food i have eaten. The choice was so vast. My husband went for the meat and it was cooked to perfection. Our waiter was so helpful and friendly. We...More,Friends,Bareburger
1021,la112651,19-Dec,Outstanding Service and Food,"100% vegan cheeseburgers. Homemade, Impossible and Beyond. For all tastes. Great food, kind waiters and very nice environment. A great vegan-way american food dinner. Will return asap.",Couples,Bareburger
1022,JerseyJoanne,19-Dec,Went here to try the impossible burger,"Brilliant place to eat if in the area for 46th Street.

Zak provided us some recommendations on the burgers, so we went with his suggestion.

We loved it!  Great food, great atmosphere and great service.",Business,Bareburger
1023,aleks94pl,19-Dec,Lovely place,"Went here to try the impossible burger specifically, I had it veganised my hubby had a veggie version it was awesome. My DD had a normal beef patty and said hers was great too",Families,Bareburger
1024,dougswift,19-Dec,Great vegan friendly burgers and cheap drinks!,"Great food, lovely staff (especially one of the girls that was serving us, unfortunately don’t know your name but absolutely lovely girl <U+0001F970><U+0001F970> good value for price and nice drinks!",Families,Bareburger
1025,C G,19-Nov,Must go for vegetarians looking for a veggie burger and fries,"A short walk from Times Square / Broadway, this place is tucked away and had plenty of space on a Monday night. 
The staff are very friendly and attentive. 
There was a cocktail of the day, the Moscow Mule, which was only $3 and was...More",Friends,Bareburger
1026,Carmine_Lucchese,19-Nov,mediocre,"One side of the menu contains meet and the other contains vegan/vegetarian food. There are approx. vegan/vegetarian  8 burgers to chose from with lots of side orders including fries, sweet potato fries and brussel sprouts. The food was so good and there was so much...More",Families,Bareburger
1027,kelvenw,19-Dec,The Duke is Here,"Finally tried Bareburger and was not impressed, I did a build your own burger with cheese and a basket of fries. The burger was ok, the fries were extremely over seasoned, the service reminded me of some part time college place, it seemed like the...More",Families,Bareburger
1028,brookea674,19-Sep,Nice,"First meal in NYC and first meal. I had The Duke (bison burger) that had caramelized onions, garlic aioli and mushrooms. And of course, with a fried egg. Great burger but think it just needed a bit of acid to put it over the top....More",Couples,Bareburger
1029,371craign,19-Nov,Perfect Burger,"This is a good place to go for healthier food. The taste is just ok, but I was happy to have healthy options and it photographs well!",Friends,Bareburger
1030,Martin P,19-Nov,Really good burger in the heart of Manhattan,"Bare Burger has been recommended to me for a good quality, quick meal. I went more so that I could tick the box and report back to my friend. But I was surprised. These are simple, good tasting burgers that do leave you feeling very...More",Friends,Bareburger
1031,H9583VVmarianm,19-Nov,Well worth a visit ,They offer quite good burgers - we definitely recommend them! The staff were very friendly and the burgers came pretty quickly. They have many burger options + you can customize your burger - just pick the ingredients you want. Also they have good options for...More,Friends,Bareburger
1032,dairyfreeadventures,19-Mar,Great first meal in New York - allergy/food-intolerance friendly,"There were three of us,  two meat eaters and one vegan.  One side of the menu is completely vegan and the other side is for meat eaters.  The food wea lovely and we all left very happy.",Friends,Bareburger
1033,Palsepoint,19-Aug,Looking for an healty burger,"We arrived and had to wait 10 minutes for a table - usually a good sign and in this case it definitely was! 

I can’t have dairy and our waiter was able to confidently list what I could and couldn’t have. There are a lot...More",Friends,Bareburger
1034,CE949,19-Oct,Was in search of gluten free options,"We arrived there looking for an healty burger, a tipycal one but not a fast food one. It was really delicious, and the beer too!!",Business,Bareburger
1035,Jeremy R,19-Sep,Excellent burger - great atmosphere,"We ate here on Halloween, our last night in NYC. I am gluten free, my husband is not. Both our burgers were outstanding. I have never met a gluten free bun I liked but this one was delicious. I was impressed that they had multiple...More",Solo,Bareburger
1036,Vgr2008,19-Oct,"Great place, delicious burgers","This is an exceptional burger joint - really tasty (burger, trimmings and fries are all excellent), simple choices (veggie or straight - nothing fancy or poncey), good service, friendly atmosphere and great beer. In cool Hell’s Kitchen with great vibe - thoroughly recommended....an absolute must",Business,Bareburger
1037,RicciF1020,19-Oct,Decent but not great,A great spot in NY. The burgers are excellent and the service so attentive and friendly. We loved it!!,Families,Bareburger
1038,Stefanopiloto,19-Oct,Nice place and good burger ,"I sat at the bar and ordered a turkey burger and onion rings. The onion rings were unimpressive. The turkey was very wet and juicy, which I do not like with poultry so the texture really turned me off. I had to check multiple times...More",Couples,Bareburger
1039,arinesss,19-Oct,Not very impressed by the menu,"We were looking for organic burger. We found It in this place. Very kind people to welcome you in this place with nice decoration. You can choose one of their good burger, change any items or make your own burger choosing the meat, sauce, végétable....More",Friends,Bareburger
1040,Ceez787,19-Oct,Who knew that simple could be so good,"We had a vegan burger and some salads and chicken fingers, they don't have a wide choice of kids food but they have a lot of vegan and vegetarian options, just eat here if you want a burger cause the rest of the menu was...More",Business,Bareburger
1041,valdezv2017,19-Oct,Bareburger,"We went by this place at least twice a day every day as we were staying in a Studio in the same building, the place was packed day and night, we figured we had to try it at some point in time. We are very...More",Families,Bareburger
1042,Lobke V,19-Oct,Good burgers,"Went to Bareburger in Woodcliff Lake NJ. Unenthusiastic staff. Kale burger, Chicken Sandwich tasteless. Will not return. Will influence our choice in NYC. Will not choose this brand.",Business,Bareburger
1043,LoveToTravel1995,18-Dec,Awesome Burgers After Broadway Show!,"Nice atmosphere in this restaurant, you find something on the menu for meat lovers and vegetarians.
We took a burger with frites and it was very good.
The only thing I didn’t like was the fact that we hardly had our last bite and the...More",Families,Bareburger
1044,bensD5585YO,19-Sep,Truly impressed!,"So. Damm. Delicious.

What a great night we had seeing a Broadway Show and then walking 10 minutes up West 46th to Bareburger. Delicious Burgers & Sides made for a very memorable evening. Thanks Bareburger!",Families,Bareburger
1045,Kirsten P,19-Sep,Great,"We popped in for a quick meal on the way home, and were so glad we did! Generous portions of quality organic food. Bubbly but not noisy atmosphere, with lovely staff. Not expensive either, we will be back! Lovely!",Business,Bareburger
1046,jeffmY8705JY,19-Sep,Okay,"This place has so many options and it’s all sooo good. The only downside is how small it is (understandable for NYC) and the prices. But other than that, the food is delicious and the staff is very friendly!",Friends,Bareburger
1047,Pmsquillace,19-Sep,There Are A Million and One of these ...,"Performed patty taste and shape.Jucy ,good toppings,nice choice of meats and non meats.I just couldent shake the preformed patty taste and texture.It takes away from the experience.
Food cooked to order.i downloaded the app while waiting on my food got $ off my first order.nice...More",Couples,Bareburger
1048,IvanV_Mex,19-Sep,"Good burgers, all organic","This is a really really good burger.... just the right size that you’ll not be full and actually finish the whole thing..

A little cramped but what isn’t in nyc. Great staff oh and the only bad thing about this place is that they don’t...More",Business,Bareburger
1049,Donna D,19-Aug,"GREAT food, lots of choices!","Good place to have an all-organic meal. I liked the burger and fries, it’s a good place in your way to either the Intrepid Sea, Air and Space Museum or the Circle Line tours. The service was good as well.",Couples,Bareburger
1050,katebenidoleig,19-Aug,Worth a visit !,"Surrounded by other restaurants in the Hell's Kitchen area, this all-organic, locally-sourced restaurant may be easy to miss but it's definitely worth seeking out. There are SO many choices of burgers! I decided to go simple and got the create-your-own option with bison meat (!!)...More",Couples,Bareburger
1051,SEVERINSE,19-Aug,Great burger joint ,After much deliberation we decided to give the Bareburger a try . Not disappointed at all . Fabulous burger changing toppings was not a problem ! Staff very friendly helpful and happy in their work . Would definitely go back.,Solo,Bareburger
1052,Ironrangechick,19-Aug,Great Food/Not so great Service,"First time I had bison in my burger! The burger was great, the onion rings, the sauces were too, but the fries were flaccid. The beers were good and the staff was top of the notch.",Couples,Bareburger
1053,Floflegs,19-Jul,First visit,"All the food was amazing. We ordered an American Burger, the Impossible burger, fries and a vegan milkshake. Loved the food. 
The atmosphere was awesome. 
Only complaint was our server. He paid absolutely no attention to us. Asked for ketchup and he never brought it....More",Business,Bareburger
1054,Chygrl,19-Jul,Just Ok,Varied selection of delicious burgers including design your own. Friendly staff and great food. Recommend a visit.,Families,Bareburger
1055,Stacy M,19-Jul,Wish my salad was bigger!,Not really a burger to brag about. High end but low taste. A lot to choose from on the menu and food if you’re vegan.,Friends,Bareburger
1056,Stephstraveldiary,19-Jul,Tasty burger,Because it was delicious! The whole menu looked incredible and I can’t wait to go back and try a burger. Great options here for vegans / vegetarians / gluten-free / etc. So many different options - there is definitely something for everyone.,Friends,Bareburger
1057,167jasonf,19-Jul,fantastic food,"At Bareburger you can get tasty burgers, but they are not standard at all.
I went for the mexican burger, which was very tasty. The sweet potato fries were good too. 
I also had a strawberry lemonace, which was very refreshing.",Couples,Bareburger
1058,yoavshulvais,19-Jul,Amazing!!,"Fantastic food, fantastic service and good value for money, on our recent trip to new York we dined here several times as we enjoyed the dining experience so much.",Families,Bareburger
1059,Tiffbooch,19-Jul,Amazing!!!!!,"This place offers best-quality organic burgers, with many options for toppings, from cheeses to vegetables and special sauces. They even have an entire menu for vegans!
Also, delicious french fries and onion rings 
are a great addition to the meal. 
Would definitely come again in...More",Families,Bareburger
1060,Mumsbhoys,19-Jul,Fab burgers,"Visiting New York City is always a pleasure, but feeding my heavily allergic child is sometimes a task. She is extremely allergic to nuts, dairy and eggs making Bareburger a wonderful option for her as one side up their menu is completely vegan!!!! It’s extremely...More",Families,Bareburger
1061,X6343DJsuem,19-Jul,Great healthy food,We came acrosss this little gem while heading back from visiting the USS Intrepid. It’s located just off 9th Avenue and the burgers are amazing.  Menu covers a wide range of meat and vegetarian burgers.  The wide choice is superb - burgers were the tastiest...More,Couples,Bareburger
1062,421Traveler_123,19-Jul,Great burger (including for vegans and vegetarians),We fell upon Bareburger whilst making our way to our walking tour. The menu and window marketing lured us in. The menu is unusually in that one side includes meat and the other side is vegan. We chose to eat from the Vegan menu and...More,Solo,Bareburger
1063,MalcolmW648,19-Jul,Great burgers,"An awesome place to grab a burger, including for vegans and vegetarians (who have a wide variety of options). Fries are awesome too.",Business,Bareburger
1064,johncarter3030,19-Jun,Great spot,"The burgers were delicious and the fries too, has a good selection of craft beers and quick service, only gave a 4 rating as felt a little hurried to move on after eating as had a large queue waiting to get in, but food was...More",Friends,Bareburger
1065,mm__j__ww,19-Jun,"Barey, Barey, Good! <U+0001F44D>",Great burgers and extremely allergy friendly. We loved it. the staff were gret and they even have gluten free fried chicken!!!,Couples,Bareburger
1066,carolineDaley001,19-Jun,Fantastic chilled place so close tonTimes Square ,"Comfortable, casual, and the service is friendly and efficient. Burger menu is second to none! Great burger, nice non-alcoholic brew, and very tasty salad. The only oddity was that the 'pickled Pepper's in the salad were QUITE A BIT HOTTER than one would typically expect...More",Business,Bareburger
1067,Zoe F,19-May,great food and atmosphere,"Staying at the Paramount Hotel we wanted somewhere close for dinner and thanks to TA reviews chose this fantastic place. 
We could not have been better cared for by Rachel, the manager of the evening, and Danny Boy, our waiter. 
We sat at the bar...More",Solo,Bareburger
1068,Barb F,19-May,Great burgers & relaxed atmosphere,"excellent menu choices, so many different options available and the drinks menu is pretty good too. great and fast service and a great atmosphere especially in the bar area - would recommend",Families,Bareburger
1069,mfoss736,19-May,Great Burgers,"After walking around and hanging out in Washington Square Park, we were ready for a good lunch! Bareburger totally hit the spot - we all loved our burgers. The options for sides were all delicious and fun. Good beer list. And if you're vegan this...More",Business,Bareburger
1070,jem8472,19-May,A wonderful burger joint with a relaxed atmosphere,"Lots of burgers to choose from or make your own. Burgers were nice when they came, fries and onion rings can be added as a side. Lots of options.",Solo,Bareburger
1071,emrachy,19-May,"Great atmosphere, food and service","My wife found this on TA before we visited NYC. It was close to our hotel. It is worth visiting. 

They have a decent sized menu for burgers and they also have a an vegan version of the menu. 

I had the buckaroo burger with...More",Business,Bareburger
1072,CTBeachFamily,19-Mar,Our Go-To,"Hunted out this burger restaurant through looking up reviews and glad we made the visit. The bare burger is sitting on a little street of restaurants called restaurant row, which looks lovely and pretty at night with welcoming lights and shop fronts. The bare burger...More",Friends,Bareburger
1073,Ayelet P,19-May,"Healthy,lots of variations to choose your dish.",This place never disappoints! This is our go-to place before seeing a Broadway show. During this visit there was a bit of a wait. It was not a long wait but enough for us to people watch. One woman came in and told the hostess...More,Couples,Bareburger
1074,nicolash832,19-May,One of the best burgers I ever had!,Excellent way to choose and control what will be served on your plate.Children love it. Excellent for Vegan.,Couples,Bareburger
1075,ChiangK,19-Apr,Good Burger Place. ,"It was my first day in NYC and search for some burger restaurants on Trip Advisor! 
It was just perfect <U+0001F44C><U+0001F3FB> 
Burgers are great as well as the waiter!",Families,Bareburger
1076,FrenchSnail,19-Apr,Good burgers and beer!,Burgers are good. Discern beer selection. Very comfortable place with friendly and nice staffs. Overall very good experience.,Families,Bareburger
1077,Samsparro999,19-Apr,Stumbled Across This Place...,Really nice burger joint serving good food and a wide range of beers. Service was excellent on both occasions we visited (thanks to Juan!) and we had a really good time. Nice vegan/vegetarian menu as well as home made beef and chicken burgers. Not bad...More,Families,Bareburger
1078,NBlake13,19-Apr,Great burger place for families,"Walking back from visiting the USS Intrepid, we stumbled across this place on Restaurant Row. 
We were a party of 6 plus a high chair, so had to wait 15 mins or so. 
Once seated, James took care of us. He was kind and informative,...More",Solo,Bareburger
1079,AlessandroD1273,19-Apr,Excellent Plant-based Option and Friendly Service ,"Absolutely great burger place - had a awesome service from James who was very helpful.  Plenty of choice for the kids from nuggets to burgers (beef and turkey) and a vegetarian option.
They have high chairs nice toilets and tasty food could not fault the...More",Business,Bareburger
1080,T2544KEac,19-Apr,Good burger joint,We wanted to try the Impossible Burger when we were in New York as they don’t have in Europe yet. We found this gem with a full vegetarian menu and many different meatless options. Brussel sprouts were also a hit. Must return next time we...More,Solo,Bareburger
1081,TravellerAmy123,19-Apr,Bland burgers not worth the hype,"Top quality burgers. Relatively inexpensive, nice beer. Good location, not far from Time Square. Good service",Solo,Bareburger
1082,Chililizzy,19-Apr,Just Okay but We'd Go Back...,"We went here one rainy evening without a reservation and after reading incredible reviews. We were seated within about 10 minutes. 
Our visit can be broken down like this - 
The front of house staff both the one who saw us as we entered and...More",Families,Bareburger
1083,jordym313,19-Apr,INCREDIBLE! ,"Finding a burger joint that caters to meat-eaters and vegans isn't all that easy - but Bareburger delivered on options for all. One side of the menu is for meat-eaters, the other, vegans - and they have little signs about the benefits of going plant-based....More",Solo,Bareburger
1084,TheNesbittDream11616,19-Apr,A-MAZING!,"I couldn’t believe my entire burger was 100% vegan!! I am a recent vegetarian, and have always thought I couldn’t make that final transition because of my love for cheese... but eating her has me seriously toeing the line! I had the behind patty with...More",Friends,Bareburger
1085,jenniferb506,19-Apr,Brilliant burgers! ,"I LOVE doing reviews - ESPECIALLY when I come across a pretty amazing place! I've been visiting NYC for the past few weeks & wanted to find a healthier option in the Time Square area since every time we visit, I usually try to find...More",Families,Bareburger
1086,lexirae24,19-Mar,Great burger ,"Ate here for our first meal in New York and it did not disappoint. I had the sweet potato, kale & wild rice burger, my partner had the Mexican burger and we shared some delicious fries. The food was lovely, my burger was particularly tasty....More",Families,Bareburger
1087,stefaniejayne,19-Mar,Best food & top service,This is a cool little burger joint. Has great ambiance and the food and service was excellent. Would definitely return.,Families,Bareburger
1088,YogeshBhura,19-Mar,Excellent service and ever changing menu to include Vegan/Vegetarian options..,"I had the farmstand collard wrap and it was amazing. So fresh and tasty and perfect if you want to eat a bit lighter at a burger place. 
Super quick and friendly service and good value for money.
I’ll go back again and again!",Business,Bareburger
1089,Gaybrettny,19-Mar,Great quality food,Very cosy family oriented atmosphere. Excellent service (very rare in NY). Ever changing menu with organic/home made/vegetarian/vegan options.,Couples,Bareburger
1090,DrJ6,19-Mar,Love that lemonade,"My partner said he wanted a proper burger while we were in NYC and so we chose here. 
Great organic ingredients, big portions, delicious sauces, large measures of vodka - what more do you want! 
I’d recommend the chicken to start with their special sauce...More",Solo,Bareburger
1091,Beachgirl52,19-Mar,Great pre-theatre lunch,"The fries were fries.  Nothing special.  The bison burger on a brioche bun was very good albeit on the small side.  The strawberry lemonade, however.  Oh my.  I could drink that delicious concoction every dinner.",Friends,Bareburger
1092,Pinksasparilla,19-Feb,Great choices for gluten free options ,"This was a fabulous find on Saturday before a 2:00 matinee. We wanted lunch more than brunch, and this menu offered sandwiches, burgers of course and in fact a breakfast menu as well. Their claim to fame is organic, locally sourced food prepared properly.  For...More",Solo,Bareburger
1093,853azatb,19-Feb,"Nice place, good burgers",What a find ! One of our party suffers from gluten intolerance - but at this restaurant she was able to enjoy the most delicious burger with bun - fries and homemade coleslaw - service was also excellent,Business,Bareburger
1094,LeagleAlien,19-Feb,Vegans like burgers (and beer) too!,"I liked the burgers, the atmosphere. I happened to be there during their happy hour, so the Mohito I was offered was really good. I was hungry and was happy that I came and ate there.",Solo,Bareburger
1095,Karen C,19-Feb,Fabulous food- gluten free is catered for also.  Very nice - friendly staff too! <U+0001F354><U+0001F44D>,"Searching for an affordable meal with my teenage son while in the Times Square area, we hit on the Bareburger at 46th Street, largely because my teen loves the Impossible Burger and was thrilled that he could ""build his own."" This was just one of...More",Couples,Bareburger
1096,ilkar574,19-Feb,original,"Fabulous food- gluten free is catered for also.  Very nice ,excellent service and very friendly staff too! <U+0001F354><U+0001F44D>",Solo,Bareburger
1097,asoulch,19-Feb,"Delicious, Accommodating to Allergies","We went as a group of 23, and they were so organized and helpful to locate us in the restaurant according to what we wanted. The staff was friendly and the food as super delicious and unique in taste. Everyone in our group was satisfied...More",Business,Bareburger
1098,Shahafya,19-Jan,Great burgers with vegetarian options,"We had a wonderful experience here. My younger sister has severe food allergies, and we came because we read that they were accommodating to dietary restrictions. They basically told her she could order anything on the menu, and they'd make it possible for her. She...More",Couples,Bareburger
1099,robeyoung91,19-Feb,"Well-priced, decent burgers... but too po-faced. ","The place is considered a healthy place. 
As such - you may find many vegetarian burgers and healthy options.
As a non-vegetarian, I had the classic burger (with onion rings and fries).
The food was great, the service was fantastic, and the overall atmosphere was...More",Solo,Bareburger
1100,392khadinec,19-Feb,Great Burger!,"Our waiter was very enthusiastic about the locally-sourced and healthy produce, but this is a burger joint, right?! Basically, the food is fine, but in an effort to be hip and planet-conscious they have I think lost the essence of what a burger should be:...More",Solo,Bareburger
1101,Charlotte H,19-Feb,Best burger I have ever had,The burger was amazing! This was on mu to list for my visit to New York. Was not disappointed. Its a must go.,Families,Bareburger
1102,Jocie C,19-Jan,Excellent food and service!,"Stumbled across this place on my last day in New York and so glad I did. I am a vegetarian and rarely have a burger that I think is amazing. However, here I had the 'impossible' burger and it was delicious! It tasted just like...More",Friends,Bareburger
1103,jeenad2015,19-Feb,Amazing!,We arrived and had to wait for a table but they offered to text me when our table was ready. Once seated the booth was really nice and had high backs so we weren't bothered by any noise or people around us. The menu is...More,Friends,Bareburger
1104,jolisa13,19-Jan,Delicious! ,"We had the impossible burger, it’s is to die for! Amazing vegan burger. I’m not vegan but this was better than most meat burgers! Highly recommend",Business,Bareburger
1105,Patricia S,19-Jan,Great,"Ate here on a cold day for lunch. I had a cheeseburger and iced tea. Nothing to be unhappy with here. Great service, reasonable prices and delicious food. I would definitely eat here again. The fries and onion rings sounded delicious but watching calories so...More",Couples,Bareburger
1106,Pgjb,19-Jan,To die for,This place is great and fun every one who went with me had good fun.. We will be back soon.. Cant wait to we return again,Business,Bareburger
1107,CodyShive,19-Jan,Great Place for Onion Rings and the Impossible Burger,"Whoever said that quality was pricey? This place has some of the best burgers we've ever have: the food is fresh, the service is excellent and the ambiance is very relaxed. Plus, starting at 10 bucks, you can make your own burger",Families,Bareburger
1108,008Tommaso_C,18-Dec,Amazing!,"This is a great restaurant for any kind of burger, but I had an ""Impossible"" burger there, and it was excellent.  Our server was completely up on the burger itself, and he prepared me for what it would be like.  I had onion rings for...More",Friends,Bareburger
1109,Tata_Paulista,19-Jan,Great vegetarian and vegan options,"Nice place very close to Times Square.
The burgers and onion rings are fantastic.
I would stay there again!",Friends,Bareburger
1110,N0rthumbrian,18-Dec,Best burger ever!,"Nice and cosy environment, great drinks and excellent burger. The vegan and vegetarian options are amazing.",Business,Bareburger
1111,davereddevil,18-Dec,Great food. Great Beer,"Up until now the best burger I have ever had was in Barcelona (Bacao burger), but this one even surpassed that! Great beer, friendly service and the most delicious, juicy burger out there. So good we ate here two nights in a row. Wonderful.",Couples,Bareburger
1112,11bethe,19-Jan,Great dinner choice ,Visited twice in 4 days as our family really enjoyed the food and the Beer. Burgers are very tasty and lots of choice. Yeh onion rings were the best I’ve ever had. Very crispy. We enjoyed the Brooklyn Lager and had a pitcher on both...More,Solo,Bareburger
1113,MoumiMou,19-Jan,Real meat friendly atmosphere ,"We ate here before a Broadway show and it was an excellent choice.  There was a wait for a table but it went quickly and once seated, we were waited on promptly.  This location had a really nice NYC feel, the prices were really reasonable...More",Families,Bareburger
1114,Fran008Birmingham,18-Dec,Better than expected!!,"Cosy, upbeat, hype place with nice atmosphere and friendly staff. Reasonable prices for New York standars. Close to Times Square but not on a busy street.",Business,Bareburger
1115,151yvess,18-Dec, Best Burger I’ve had and more,"This was a recommended restaurant by our Hotel as somewhere local that was good food and sensibly priced. We were a little jet lagged and wanted somewhere local that was good and were not disap[pointed. I have to say we are not usually burger people,...More",Solo,Bareburger
1116,Jjcm247,19-Jan,Great Hamburguer with good Service. ,I was visiting NYC with my family over New Years - the concierge recommend it before a show. We actually went the next day. It was the best burgers we’ve had and probably the best meal we had in NYC during our trip. Great Service...More,Solo,Bareburger
1117,828MarkG,18-Dec,Great find near TS area,"Good food, good Options, good Beer and good desserts.  
Delicious!!! 
Quickly attention.  Very Nice Place.  
Cash and Cards 
Buen sitio. Buenas hamburguesas con varias opciones para armarla a tu gusto.",Solo,Bareburger
1118,NatashaWoolman,18-Dec,Great Organic Burgers,"What a great burger along with great service. Cliff was an excellent waiter. 
My nieces, 11 and 12, are a bit picky but they lived everything we had. One said it was the best burger she ever had. Juicy. Cooked perfectly. The other had the...More",Friends,Bareburger
1119,170nicholasj,18-Dec,"A real find, very good burger","As a group of 8, we are hard to please in one reataurant. One of us is vegan, one vegetarian and we were all jet lagged and hungry. The menu offered us all good choices and the food and service were great! So good we...More",Couples,Bareburger
1120,lizzyces68,18-Dec,"Good food, a little slow","Hungry after a very enjoyable visit to the Intrepid we googled nearby burger restaurants and found this place. Excellent burgers, superb milkshakes, friendly service and a decent beer. Recommended.",Friends,Bareburger
1121,offtoanywhere,18-Dec,Enjoyed it...,Went there around 2:30pm for a late lunch. It took awhile after being seated to get our order in but once we did it took about the normal time to get the food. It was delicious! Made my own burger and had some sweet potato...More,Business,Bareburger
1122,58edh,18-Dec,"Great food, beer, environment and service!",We visited the Intrepid then walked here. Seemed like a place that the whole family would enjoy. We did. The place was busy and lively. Service was a little slow but understandable. My bison burger was cooked perfectly and the kids loved the hot dog...More,Families,Bareburger
1123,Donna H,18-Dec,Wonderful,"We went in on trip advisor advice and were not disappointed. Liam our server was welcoming, helpful and entertaining. Great place to eat, amazing burgers, fries, onion rings and beer! Highly recommend!",Friends,Bareburger
1124,Tamaroau,18-Dec,Tasty with quality food and service ,"We just came from having a late late lunch, Cliff our server was very friendly and explained the menu, letting us know they had loaded tater tots which were not on the menu...amazing! The impossible burger which he recommends was simply the best, the kicker...More",Couples,Bareburger
1125,RoyF419,18-Nov,El matador is my favorite ,We found this gem on trip advisor and it was just around the corner so we thought it would be worth a try. The service was friendly and helpful. You can either pick a ready made burger option or build your own which is pretty...More,Couples,Bareburger
1126,277gilliank,18-Nov,Excellent burgers poor service ,"As In so many times... I stopped by trip advisor recommendation while in town.
Place is nice and cozy.
I would recommend the Matador burger with sweet potatoes fries and Brooklyn lager or alike! Enjoy. I loved it",Couples,Bareburger
1127,rpmotocross,18-Nov,Excellent Burgers,I would like to give this a better review as the burgers here are excellent with a wide range of yummy toppings available HOWEVER the service we received left a lot to be desired. Forgot about us multiple times and we were in a hurry...More,Couples,Bareburger
1128,Kelly L,18-Apr,Feeling Healthy and Eating a Burger,"Fantastic burgers. Tons of choices. Different options, including veggie options. Service is good. Restaurant is nice inside. Prices are fair. Highly recommend.",Business,Bareburger
1129,Tarek N,18-Nov,More than just a burgery,"I've eaten a lot of burgers during my time, and not always felt great after. I'm proud to say I felt great after eating at bareburger. I recommend the turkey SoCal burger. It has avocados and alfalfa sprouts, which helped balance out the aged cheddar...More",Business,Bareburger
1130,EdR98597,18-Oct,Lots of great options,I went to BareBurger to catch up with a friend I haven't seen in a while. The atmosphere was the perfect balance between lively and still calm enough to have a conversation. The burgers and milkshakes were awesome! and the staff were absolutely very helpful...More,Couples,Bareburger
1131,H0llyR,18-Nov,Skip Black Tap - come here !! ,"Very good service, very tasty burgers, and a comfortable place to grab a quick meal.  You can either order one of their suggested burgers or make up your own creation.  Various options for sides and delicious milkshakes too.",Families,Bareburger
1132,Igno86,18-Nov,Top burgers!,"I’m gonna be honest I was trying to go to Black Tap for burgers and the trendy shake, however I was not standing in an hour long line so I used Yelp. Found this place nearby in Midtown and was seated within 15 min of...More",Business,Bareburger
1133,Steveinitaly,18-Nov,Loud and tasty,The right place if you want tasty burgers. They have lot of suggestions or you can build your own burgers. Definitively worth a try!,Friends,Bareburger
1134,Wrathi,18-Oct,Great variety of burgers,This is not the place a person would go if they wanted an intimate meal.  There is not much in the way of sound dampening and that is just fine for a lively establishment.  I only wished I had remembered how loud it can get...More,Couples,Bareburger
1135,Vojislaw39,18-Nov,Vegans stay away!!,"After watching a matinee I was craving a burger, which stinks when your wife is a vegetarian.  Saw this place on TripAdvisor and couldn't be happier.  I forget the exact things we ordered, but for a chain restaurant this place was very good. Definitely a...More",Business,Bareburger
1136,bra-paulo,18-Nov,Hamburger for meat lovers and not,"After trying out the place for the second time, this definitely a one star destination for vegans! I was very excited about the menu options but it was VERY VERY disappointment experience. 

The burger was cold, flavourless , greasy and totally swimming I n sauce!!...More",Solo,Bareburger
1137,lorij912,18-Oct,Spectacular,"This burgery has options for vegetarians Aldo, but If you love meat do notebook hesitate to eat their beef burgers. We tried the supreme and American, they were delicious and in a great size. As a side, you can try fries and rings and to...More",Families,Bareburger
1138,Afraserb,18-Oct,"Good food, decent price","Felt welcomed the moment we arrived. Amazing food, great casual atmosphere. Go for the Impossible Burger...AMAZING..best in town, fries/onion ring combo yummy. 
I personally am very careful with diet....no doubt this will fill you and not make you fill full!...",Couples,Bareburger
1139,sadave1,18-Oct,"It was a really fresh, tasty burger","Good food for an American diner. We had 6 people, got a table within 2 minutes. Reasonable prices and fast and friendly service.",Solo,Bareburger
1140,lisaccrouch,18-Oct,Our second visit,"We went out for a drink and asked a local barman for a recommendation on where to get a really good burger. His recommendation turned out to be Bareburger. The staff were friendly, Its not particularly fancy, but the burgers are great, we didn't wait...More",Solo,Bareburger
1141,Jennifer K,18-Oct,Great food-fantastic vegan options ,We first visited two years ago and when we booked to come back to New York our daughter insisted that we have dinner one night at Bareburger. We had to wait 10 minutes for a table but spent that time at the bar. We also...More,Couples,Bareburger
1142,Adelinda L,18-Sep,Vegan heaven,"My husband and I came here twice during our nyc trip and tried the impossible burger (which is amazing). They have fantastic vegan food and the menu is well labeled. Also, the staff is very knowledgeable about what is in their food. Highly recommend to...More",Business,Bareburger
1143,Brian S,18-Sep,A great find,"We ended up in this place on our first night out in NYC and it was such a discovery! I tried for the first time a beyond meat burger and it blew me away. For a moment I thought l was eating real meat. 
And...More",Couples,Bareburger
