,nickname,Visit,Title,Review,Traveler_type,Restaurant
254,christinegdi50n,17-Dec,Scummy ,"Wonderful food, excellent service, great food. Best gluten free hamburger I have had in a long while.  The lady serving us was friendly, attentive and efficient.
If you are in the arts precincts, drop in.",Solo,Bareburger
255,rkaemp,17-Dec,Humanely Raised Animals does it for me,"OMG what a brilliant burger bar. We went twice on our recent trip to NYC. 
Service first night brilliant, super attentive server.... second time a bit naff..... But the is food fab. 
I'm not a burger person but the Elk burger was delicious. My family...More",Business,Bareburger
256,352victorp,17-Dec,UK couple does NYC <U+0001F5FD> ,"Had the rings and fries as side. Rings too much batter. Fries not crispy enough. Would rate these two items as average at best. 

I had the build your own burger with dry aged beef, caramelized onions, pepper jack cheese, Black Forest bacon tomatoes and...More",Solo,Bareburger
257,SenecaLake59,17-Nov,great burgers,"What a great little gem <U+0001F48E>! <U+0001F600> gluten free and many vegan options to die for <U+0001F44C><U+0001F3FB>

Amazing restaurant serving good quality burgers, sandwiches and salads. 

Their menu is quite extensive but also allows you to build your own burgers <U+0001F354>

Would highly recommend it...More",Families,Bareburger
258,bigvicSydney,17-Nov,Hamburgers not too bad ,Went with my wife and daughter and loved it. We sat at the bar and received quick and attentive service. I built my own burger starting with aged beef and adding a bunch of my own delicious toppings. The sweet potato fries and onion rings...More,Families,Bareburger
259,Peter_Miami123,17-Nov,OUTSTANDING!!!!,"No miracles here. You order a burger. You get a burger. The $11 Standard was pretty unexceptional. My $14 one with pastrami was much better 
We didn’t have sides but the table next to us seemed to enjoy theirs",Business,Bareburger
260,NewPeoplePlaces,17-Nov,Believe. Every. Word.,The people at this restaurant actually stayed open for us. We came in late and they were nice enough to stay open. Service was outstanding. And the food was even better.,Friends,Bareburger
261,BrissleGirl66,17-Nov,Best Sweet Potato Fries Ever,This place is exceptional. That’s all you need to know. The staff are wonderful. The burgers are incredible. And the beers are great too!,Friends,Bareburger
262,Bella D,17-Nov,Best Gluten Free Indulgence ,"Burger, cider, sweet potato fries and a salad had to be one of the best pre-theater lunches I have ever had. Staff was fantastic and the food was delicious.",Business,Bareburger
263,X3742ZOdonnar,17-Nov,All delicious,"I frequently visit my family in NYC and every time I come, I have to come to Bareburger. Celiac disease makes eating at restaurants really difficult, but here I feel safe. Everything is made with caution and they have something for everyone- vegetarians, vegans, celiacs,...More",Friends,Bareburger
264,Sheryl T,17-Nov,Organic healthly burgers,"One of us had the So Cal, one the Blue Elk, and one the impossible burger. All really delicious.  The vegan I,possible burger is really tasty.  Small side salad was very fresh.  Service was very attentive.",Couples,Bareburger
265,SSEllenM2857,16-Dec,The variety and quality are priceless,My friends are totally into organic for their health so they wanted to take me here. I had the turkey burger with avocado and cheese. It was tasty. They insisted I have an order of sweet potato fries which I admit were tasty and crispy....More,Families,Bareburger
266,571keilav,17-Nov,Obsession ,"There are many burger places in the world. Most don't have ostrich burgers, buffalo burgers and such an amazing vegetarian burger- organic, etc. I really appreciate this establishment and it's the only place I'll get a burger in NYC. I don't care about trendy (Standard...More",Solo,Bareburger
267,Gunnaregill,17-Nov,High quality burger,"I'm so happy my husband introduced me to this place. We have tried almost every burger on the menu and it never disppoints! The staff here are extremely friendly. Burgers to try if you like them spicy is El Matador and Fire Quacker. Also, for...More",Solo,Bareburger
268,551tamerap,17-Nov,Great burger in a hidden jewel,"The whole family had dinner after a long day. There was a little wait so we sat at the bar. The quality of the food was great, the service fast and friendly, will definitely go again.",Couples,Bareburger
269,Mike D,17-Oct,Our go to place in Hell's Kitchen,Bareburger is great - all organic and locally produced if possible.  Just off Time's Square enough to be calmer and quick,Solo,Bareburger
270,Mpfisher5827,17-Oct,Lunch before heading home...,"Place is great, service always great, been there multiple times for dinner and build your own burger is awesome with great options.  Great selection and quick service.  Modestly priced for Hell's Kitchen",Families,Bareburger
271,298LindaH,17-Oct,Late meal,"We really enjoyed this restaurant.  Everything was fresh an you had many options.  This is not your typical diner burger or greasy burger joint so if that is what you are looking for, you will be disappointed.  Me personally, I prefer to enjoy a burger...More",Business,Bareburger
272,DanHarvey861,17-Nov,DELICIOUS burger!,"We had just been on the circle line sunset cruise, we had walked along 'Restaurant Row' prior to the boat trip and saw how many places there were to eat - spoiled for choice. My hubby loves a good burger and as we were in...More",Couples,Bareburger
273,Lonsgal,17-Nov,Great burger,"My girlfriend & I came here after going on a Circle Line cruise. We are foodies and know all the good burger places in London, so wanted to see what NYC had to offer. It did not disappoint! The menu has a lot of choice,...More",Business,Bareburger
274,Ticklepuss,17-Oct,Awesome,"Chose because location was good for the members of our group, and we all wanted something simple and casual. This was a great choice! Our server Ryan was super friendly, helpful and efficient.  The sandwiches were all excellent and the onion rings the best ever....More",Families,Bareburger
275,wrzesinskit,17-Nov,Great healty burgers in NYC,"If you are visiting NYC and in the Hell's KItchen area - you must try this place.  Amazing menu, service and ambience.
You won't be disappointed.  I visited here last week with my daughter and had a great evening meal.",Business,Bareburger
276,Y829LCcharliem,17-Oct,Fantastic burgers and great seevicw,"Very interesting place. From outside looks bad, on the street with a lot of small old restaurants and bars. We just entwr because of opinion from Trip Advisory. But the food amazing. We tried several burgers and all are tasty and good. Also You can...More",Couples,Bareburger
277,scottyc847,17-Oct,It’s a gem! ,We were in time sq and wanting a burger - a very short walk got us to Bareburger and it was well worth it. The service was really friendly and helpful and the food was tremendous - even the bean burger for my daughter was...More,Business,Bareburger
278,BoomerOttawa_Ontario,17-Oct,Good for a quick bite,"Ended up in this hidden gem purely by chance after hunting for a table at nearby shake shack and missing out. 
Took my family of 4. We had a great window seat table in a relaxed and subtle setting. The lighting was soft, the music...More",Business,Bareburger
279,WeTrippinAU,17-Oct,Amazing service and food,What you expect from a good burger joint. Service was friendly and efficient. Duck burger was just ok. Would stick with beef burger.,Solo,Bareburger
280,Tommy_Apostolidis,17-Jun,Very good burger place,"We went to the shake shack after a recommendation from a friend, but it was overcrowded and not fun at all. We jumped on trip advisor to find the next closest burger place and ended up a bareburgers. What a treat! The food was so...More",Friends,Bareburger
281,Anthony B,17-Oct,Vegetarian impossible burger is worth the visit ,"Visiting from across the pond, we literally run into this place as we were looking for a dinner place close to our hotel. We ended up eating there 3 times within a week! Really nice burgers, friendly staff and reasonable prices. Overall, a very good...More",Business,Bareburger
282,JessicaL87,17-Oct,One of the best burger joints!,We tried the impossible burger - a plant based burger and it would have to be the best vege burger we’ve tried. Come try it!,Solo,Bareburger
283,Leigh H,17-Oct,Great venue!,"We took a tour and we asked our guide where's one of the best places to eat in Hell's Kitchen area of NY City?

He suggested without hesitation Bareburger! Yep one of the best burger joints I've ever have eaten; EVER, hands down! My wife...More",Couples,Bareburger
284,chrisjohnchang,17-Oct,"Busy, but worth the wait","We arrived at about 5.30pm and found the restaurant to be reasonably quiet. By the time we left an hour later, it was packed. The food was lovely, our waitress was great (I don’t recall her name, however if her boss reads this and it...More",Solo,Bareburger
285,29jennap,17-Sep,Slow service..... worth the wait.,"Bareburger was suggested by the front desk at the hotel we're staying and it did not disappoint. We had to wait about 20 min for a table, but I believe that's only a testament to how good the place is. We brought our toddler age...More",Business,Bareburger
286,Luciano Vincenz... G,17-Oct,Gross,"Took about 45 minutues for our order to arrive and we hung out in the nice restaurant enjoying the vibe and each other's company in the meantime!

Very attentive to dietary restrictions.  Food tasted fresh and clean.

Recommendations: the bison burger, sweet potato fires and...More",Solo,Bareburger
287,kikisparks,17-Aug,Great vegan options,Whoever rated this place with more than a one clearly does not have the ability to distinguish good from bad. Simply gross.,Business,Bareburger
288,AdamP197,17-Sep,Great place for a stop in,"Really enjoyed our meal here on a trip to NYC, superb customer service and really tasty food, liked that they were playing cartoons too! The wine was a bit expensive but that seems to be par for the course in the city. The burgers were...More",Solo,Bareburger
289,Steve_and_Rachel_G,17-Sep,"Great burgers great atmosphere, went back.","I was here on for work and this place popped up in my search results. In addition to this place serving up a very delicious burger ( I ordered the buckaroo), it had a very cool clientele. Any burger joint that can say that they...More",Families,Bareburger
290,Les P,17-Sep,Burger Mania,"Wonder around Hell's Kitchen and this one popped up. Turned out to be a great find. Staff were friendly, burgers awesome and they introduced me to six-point beer which I can't get in Australia...

We liked it so much we went back for a second...More",Families,Bareburger
291,Rob869,17-Sep,Fantastic burgers,"Bareburger is situated in a stretch of road with many restaurants, but was probably the busiest of them when we visited early on a Saturday evening. This is always a good sign, and we were not disappointed. We were quickly seated and served. They have...More",Couples,Bareburger
292,HappyM967,17-Sep,Not normally a Burger Fan but.....,"Went to Bareburger last year and just had to return in our recent visit to NY, food so good we went twice
The restaurant was very busy on both visits so we waited by the bar, took advantage of Happy Hour before being seated after...More",Couples,Bareburger
293,RichardJ144,17-Sep,Great Lunch!,In my naive view of the world.... A burger is a burger ....it is what it is. So came here on a rainy Wednesday in New York. Service was good. Table available etc. Ordered the Elk burger with caramelised onion..... And it really was one...More,Solo,Bareburger
294,3mneville,17-Sep,Hungry ,The food was really good. You must order the fries and onion ring combo. The variety of chicken sandwiches were excellent as were the salads. Good service. The burgers looked great too,Couples,Bareburger
295,gemmaclare,17-Aug,Wow!,"We all had different burgers.  Turkey,beef,black bean and duck.  Everyone was very happy with our dinner",Business,Bareburger
296,Spufi10,17-Sep,Lunch before a show,"Bareburger is not to be missed!! It's one of the best burgers I have ever had. The place is a great venue, great seating options, friendly attentive staff, an abundance of free water and a great choice of food.

We ordered the buckeroo burger and...More",Couples,Bareburger
297,wiha1106,17-Aug,Very friendly and good!,"We came for lunch, were one of the 1st parties in the restaurant & by the time we left, the place was packed!  I saw the Impossible Burger on the internet & asked about it, but they said they were a franchise and did not...More",Solo,Bareburger
298,upstatelp,17-Aug,Great staff!,We've got a very good night over here. Friendly people and good food. One of the beter tjonge we had durning our 7-day stay.,Friends,Bareburger
299,tassosagathangelou,17-Aug,Great Burger and Nice place,Nice! Great vibe speedy prices excellent. Wide variety AND they have the impossible burger! Endless combinations sweet potato fries very good regular fries fair,Solo,Bareburger
300,Christoffer E,17-Aug,Great hamburger!,"Once we arrived to NY city our hotel receptionist recommended to go there to get a nice burger.  So true, loved it and we revisited it after couple of days.  Really good urgers and try chips with onion rings as well. Prices are good for...More",Friends,Bareburger
301,citybluemoon,17-Aug,Loved this place ,Great hamburgers and great taste. Grounding their own beef so no problem getting the beef rare. Taking your allergies seriously.,Business,Bareburger
302,nicotate,17-Jul,Terrible service,"Called in one night when we passed. It's on a nice street not far from the huddle of Times Square. 
The four of us loved our food. The burgers were delicious and the quality of the food was way better than restaurants charging twice as...More",Families,Bareburger
303,Laurenrajala,17-Jul,Local organic and delicious,"The elk burger was good, but the service was terrible. The food took almost 40 minutes to come out and we didn't get one of our milkshakes until we asked where it was. The vanilla shake tasted like cream cheese and the strawberry chocolate shake...More",Business,Bareburger
304,Companion146895,17-Jul,Great Burger,"Very aware and educated on food allergies, separate fryers for truly GF fries. The burgers were delicious and so many options for patties from duck and elk to veggie and delicious toppings. Just go!!!",Friends,Bareburger
305,372jawadk,17-Jul,Not your so usual burger,"We stopped in with a group of 7 people and they were able to get us in 20 minutes on a Saturday evening. The group had beef, bison and elk burgers with everyone quite happy with there burgers. My daughter had the chicken strips which...More",Solo,Bareburger
306,TimP500,17-Jul,Wow!,"If you are looking for a special burger in NYC, then this is the place to visit. The burgers are not so light with plenty of fried stuff in them, but the taste is worth the calories; you won't regret it.",Business,Bareburger
307,Mimi_2014_D,17-Jul,Reasonable food but strange idea of reservation ,"The place you dream of finding on a city break.. 100 yards off a main street, but a million miles from 99c pizza or overpriced Italians. Lovely salads, burger and beers, served in beautiful surroundings by friendly staff at a good price. We'd love to...More",Couples,Bareburger
308,Glutenfreee,17-Mar,Organic Gluten Free Burger,"The start was not the best. I booked via phone for 6 people. I  got back a confirmation via  SMS but when we arrived, perfectly on time, the table was not available! So they proposed me to squeeze 6 in a place for four!
I...More",Friends,Bareburger
309,julia_hiker,17-Jul,Who knew?,"Bareburger's concept is great. There are quite a few gluten free options as well but for a celiac, who needs to pay attention for contamination, it is slightly limited. The burger was tasty, though dropped half on the floor. Service was very slow due to...More",Friends,Bareburger
310,2oldetravellers,17-Jul,Ethical food Extravagant flavor,"My daughter is strictly non-GMO, so she can't trust restaurants in general.  Imagine her happiness when my husband found this place!  It was actually so good, we came back the next day!  The variety of burgers was terrific, the burgers themselves were fabulous, the onion...More",Business,Bareburger
311,AdeCarvalho,17-Jul,"Great, fresh organic burgers!","This is one of our ""go to"" places for excellent, moderately priced food.  This location has assembled a vivacious, attentive staff to match the creative, flavorful menu.  While there is definitely a boisterous ""pub"" vibe the cuisine is heads and tails about usual pub grub....More",Business,Bareburger
312,hopingfortravel,17-Jul,Brilliant ethical burgers (with and without bread),"I was looking for a burger joint near Times Square and came across this place, 

Very laid back and down to earth, friendly service. I ate at the bar. You can pretty much select everything you want to go in your burger, and while I...More",Families,Bareburger
313,Kitt M,17-May,Great prices and creative burgers.,"One of our party was a salad enthusiast - she had a wonderful time choosing salads from the extensive menu. I thoroughly enjoyed the corn pattie burger, especially since it was wrapped in collard greens ( I usually dispense with the bun as soon as...More",Friends,Bareburger
314,Marsha N,17-Jul,Food delicious,My daughter introduced me to this restaurant.  I was really happy to see the many options for burgers and creative ways to put them together.  The prices were really reasonable and the meal was delicious.,Friends,Bareburger
315,tracyhR5815NC,17-Jul,Excellent food and atmosphere ,"Had only about 40 minutes to eat lunch before a show, so we stopped in and ordered salads and I ordered a half of a sandwich in addition. Sriracha Chicken on 8 grain toast was FANTASTIC, as were both the salads we ordered. Food was...More",Business,Bareburger
316,jonah j,17-Jul,Great food.,Organic and vegan friendly. Something for meat or non meat eaters. Excellent onion rings! Haven't had such a good meal in a long time!,Friends,Bareburger
317,NadaB728,17-Jul,Good organic,"Great food, fast service, quaint ambiance. Highly recommended, would definitely repeat. Can't wait to eat here again.",Solo,Bareburger
318,Solveig14,17-Jun,Interesting burgers,"The menu was great, the quality was great, organic everything, but the place was not so clean, the waitress was exhausted and not very helpful and not cheerful, heavy on her feet, slow.
Good healthy place but not wow.",Couples,Bareburger
319,Foodman62,17-Jun,A Great Burger,"Create your own burger or choose from a number of options created by the restaurant.
A lot of different meats and veggie options. All four of our choices very good!",Couples,Bareburger
320,cassdavekids,17-Jul,Good Organic Fare,We just returned from a harbor cruise and were walking to Times Square. We wanted a local restaurant and found a great one at Bareburger on Restaurant Row in Hell's Kitchen. The burgers were absolutely fantastic with incredible service. The burgers were super juicy and...More,Couples,Bareburger
321,Bentley_C33,17-Jun,Great Burgers!,"Excellent organic beef burger and excellent black bean vegan burger
Great sides and good hard cider on tap.
Sides were really good too!",Friends,Bareburger
322,Richard P,17-Jul,Excellent staff and food,Looking for a reasonably priced meal but still wanted something a little unique and this did not disappoint.  Organic ingredients and great beers on tap made for a great meal.  Would go again.,Friends,Bareburger
323,AndersRoren,17-Jul,Yummy,Food was amazing with options for everyone. High quality-super fresh salads and awesome savory burgers. Staff was very friendly and fast.,Couples,Bareburger
324,Hampshireguest,17-Jun,YUM YUM YUM and healthy,"We had lunch here, and we enjoyed this place. Good service and nice and jucy burgers. The salad was also very nice.",Friends,Bareburger
325,jasonj688,17-Jun,Best burger in Manhattan with great service,this was a great concept and well executed - excellent healthy food with clean surrounds and interestingly decorated.,Friends,Bareburger
326,551tamerap,17-Apr,Good food,"I ordered the Blazin' bison burger, sweet fries and onion rings. The food was cooked to perfection, the bison was the best I have had in a very long time. The onion rings and sweet fries were excellent. How do I describe the service -...More",Solo,Bareburger
327,jennihernandez,17-Jun,Best burger in Manhattan ,"This is a fun place, several in the city and has lots of options for all types of dietary needs within a group.",Solo,Bareburger
328,sijlee,17-Jun,"Brilliant Burger, good service","The food is really good, my husband ordered a burger with brisket and it was Amazing ! The onions ring are the best that I have ever! And the service is 5 stars!",Couples,Bareburger
329,529benjaminm,17-Jun,Great Burgers,Had a few Burgers in New York. This was the best. Great quality and great sides.  Well worth a visit.,Couples,Bareburger
330,Annoyed1192,17-Jun,Good ,"That was our first burger in NYC, so it had to be unforgettable, and it was !
Tasty and generous, our first NYC burger was at BareBurger and it was perfect !",Business,Bareburger
331,DrSidneyShaw9004,17-Jun,There's better,We kind of stopped here because of starvation but I appreciate everything being organic. The food was a little sloppy and it was a little expensive but what else is new in NYC?,Business,Bareburger
332,pamelaruban,17-May,Pleasant surprise,"I'm not a negative review writer, but maybe this will help out the establishment. Walked in no one greeted me, sat at the bar and was finally asked what would I like. I ordered the buffalo buttermilk sandwich and roasted Brussel sprouts. The food took...More",Solo,Bareburger
333,Jéssica S,17-Jun,great service and food,I often walked by this place but never had the time to walk in until one day my friends brought it up. When we arrived they immediately sat us at a booth and gave us menus. The burgers were a bit weird because the range...More,Solo,Bareburger
334,426NicoleB426,17-Jun,Well needed dinner ,The burgers are amazing and the beer is really cold. <3 The service was fast and sweet. totally recommend this place.,Families,Bareburger
335,Nicole R,17-May,So good!,Stopped in here later at night after a long day and the food was delicious. They have local beers on tap. The burgers are all grass fed beef and the chicken sandwich was great. The best sweet potato fries and health conscious all natural ingredients....More,Business,Bareburger
336,662andrewh,17-May,Excellent place to go a little on the expensive side,"I took my daughter and her 3 friends to Bareburger on a recent trip to NYC to celebrate my daughter's Sweet 16th Birthday.  We ordered a variety of items - burger, veggie burger, falafel, BLT, fries and rings.  We all LOVED our meals.  The wait...More",Business,Bareburger
337,wap4172,17-May,Not Your Ordinary Burger Place!,Came here for a quick bite to eat at around 8:30pm. The place was quiet-ish whch was good. Our server was great and when ordering he was able to explain what was what. I went for the recommended meal which was supreme burger and it...More,Solo,Bareburger
338,amiechoke,17-May,"Mm, burgers",Fantastic food and selection.Multiple burger selections including unique things like Elk and Duck burgers.Get some sides for the entire table to enjoy.My 10 yo loved the Banana's Foster Milkshake then later the homemade  Root Beer.I had a great salad.The salads come in different sizes so...More,Business,Bareburger
339,798jany,17-May,Mediocre,"We dropped into Bareburger completely by accident - we were on our way back to the hotel and the menu posted in the window caught my eye. There's an item on the menu called the ""falafelwraptor"" and that clinched it. We went in.

The place...More",Solo,Bareburger
340,bobalcorn5,17-May,Great burger spot,Dinner after being recommended by the hotel. Quick service and the selection was ok but the burgers were quite small for being in the US. Tasted ok but the whole impression was a little unpersonal. Simple settings,Couples,Bareburger
341,TravelAndSail,17-May,Great athmosphere& burgers,"I went to Bareburger with my daughter, SIL, and newborn baby on my visit to NYC. We were seated after a short wait, and waited on promptly. There are many choices of burgers; I chose to build my own with bison, sprouts, tomato and pickle....More",Families,Bareburger
342,Jvalliant,17-May,"Good burgers, lots of options","A really nice place, with option to create your own burger (from a great variety of meat from beef through duck to elk) and other ingredients. Nice selection of ales & other drinks + friendly staff & fast service.",Couples,Bareburger
343,jasminmau,17-May,Knock Me Off My Feet!,"Bareburger is great because you have A LOT of options for meats, non-meats, toppings, breads, etc for your burger. They have good sides and starters and their salads are great. This Bareburger has everything other Bareburgers have as well. The quality here is just as...More",Business,Bareburger
344,horacel170,17-May,Bare Grills,"Do Not - do not - let the name fool You! The flavors are out-freaking-standing!! Everything is fresh and vibrant, and the hardest carnivore or strictest vegan will find food Nirvana here.  Case in point: desperate to get that last bit of Bananas Foster Shake...More",Business,Bareburger
345,Lisa K,17-Apr,Incredibly fresh and delicious ,"No point going here for anything other than burgers, really, and they do them pretty well. Either create your own, or pick from some pre-selected combos. Add a sharing portion of half and half regular and sweet potato fries, soda and a lovely thick milkshake...More",Solo,Bareburger
346,karla014,17-Apr,good burgers!,Late lunch arrival. Not crowded. Waitress very helpful with menu. Enjoyed a farmhouses style salad with turkey burger on top. Coffee fresh. Must try fried pickles. I would try entire menu if I lived I. NYC,Families,Bareburger
347,FTP_84,17-Mar,So lovely,"Liked this restaurant because it has lots of choices for everyone, beef, chicken and even 2 kinds of veggie burgers, I had the sweet potato and rice burger on a collard green wrap, it had an avocado and basil sauce, very tasty. My husband liked...More",Solo,Bareburger
348,timgilbert09,17-Apr,"Great staff, great burgers","I have been in New York in March with my boyfriend and we went intorno this Bareburger.
We loved it so much: so kind the staff, delicious the hamburgers and very cozy the restaurant!
I suggest it to all!",Friends,Bareburger
349,R6293EEkevins,17-Apr,Great atmosphere and even greater burgers !,"They were not the best burgers we ever had, BUT they were really good. Staff was very friendly. The Sweet Potato Fries were great and so was the Chocolate Shake. Was a bit pricey for us as budget travelers, but we didn't regret it.",Couples,Bareburger
350,Jim W,17-Apr,More adults than kids,"As 6 Brits newly arrived in New York we did some research and picked this place. We certainly weren't disappointed. This cosy, atmospheric place seated us immediately although we arrived at a pretty busy time in the evening. The menu was full of choices and...More",Business,Bareburger
351,209lauriey,17-Apr,Super Find! A NYC Must!!,I should let my grand daughter write this review. She loved it---but so did grandma and grandpa. Which explains I guess why there were more adults there than kids. You can customize your burger in seemingly hundreds of ways. She did. My wife opted for...More,Families,Bareburger
352,MMJan,17-Apr,Best lunch ever,"My husband and I arrived in NYC after a business weekend in NJ. We wanted something casual and close to our hotel. We chose Bareburger and I am so glad we did. The menu is all organic, with healthy and some less healthy options. Salads,...More",Solo,Bareburger
353,chicagocouple2016,17-Apr,Great food,I wish I could have brought this restaurant home with me! Wonderful staff serving awesome organic food and drinks! The best Bison burgers that I have ever had with so many options for toppings.,Friends,Bareburger
354,leko11,17-Apr,Burger-Perfection,Great food.  Excellent service. Great atmosphere.  My wife and I went there as a low key casual lunch with a friend.,Business,Bareburger
355,EMPtraveler,16-May,Best Burger!!,"That diner was possibly the best ever in New York City!! Great menu (several possibilities to build your own burger...), great location and great staff.
We'll definitely come back again!",Solo,Bareburger
356,jordir638,17-Mar,Best burger in town,"This place made the best burger I had ever had. I am hoping to return back to ""Bare Burger"" again this year.",Couples,Bareburger
357,charlottehG3769RH,17-Mar,Highly recommend ,"I ordered the Standard and it was the. Eat burger I ever had. Simply perfect.
Beer is a little expensive and onion rings should be improved (the bread crumbs too thick). Overall a very good experience!",Couples,Bareburger
358,Anthony S,17-Mar,Great Vibe & Great Shakes,"Cannot recommend this place enough - friendly staff, good atmosphere, nice beer and fabulous food. 10/10.",Couples,Bareburger
359,aparnajay,17-Mar,A good veggie burger,"Place is very mellow, gives off good burger eating vibes. The Honey shake is really unique and was delicious even though I'm normally a diehard vanilla only fan. First time I had Elk, probably couldn't tell the difference between that and beef. Might have just...More",Families,Bareburger
360,ldiastx,17-Mar,Great Burgers,"Burger places always have the best veggie burgers. The place was crowded but I managed to get a seat before my show. Food came pretty quickly and was very good. I got the veggie burger that was quinoa based, wrapped in greens. It was like...More",Friends,Bareburger
361,ryanr880,17-Mar,Nice concept,Tasty burgers. I come from Fort Worth area where we have some great burger joints to choose. But this was a recommendation from the hotel and it did not disappoint. All organic but very good. The kids loved the grilled cheese sandwiches,Solo,Bareburger
362,TheMohawkSingapore,17-Mar,great food and service with a smile,Friendly staff and nice decor. Good concept. Using great produce to get good burger. Make your own worked for me. And chicken was cooked exceptionally well. Sadly onion rings were disappointing as tough and flavourless. Would go back for burgers,Solo,Bareburger
363,Norjeff2,17-Mar,"Very good burger, great onion rings",Great choice of innovative burgers to feast upon. Lovely service from an ever smiling and bouncy girl who put the icing on the cake of the good old fashioned down to earth good quality American fast food.,Business,Bareburger
364,lainys736,17-Mar,Fab food - and vegan options :-) !! ,Never been to a Bareburger before.  Ate dinner before a Broadway show as it is in the heart of the theater district.  One son had elk burger and said it was very good.  I had a bison burger and it was juicy.  My wife had...More,Families,Bareburger
365,KatarzynaS46,17-Mar,Just the right size <U+0001F354> ,"Definitely recommend this burger place, everything on the menu was so clearly labelled - vegan, GF or not, and lots of choice! food was lovely, service was great and not expensive either! Delicious for lunch!",Couples,Bareburger
366,Thomashauk,17-Feb,Good and funny burgers...,We have looked up this place prior to our trip to NYC. Went there just after dropping out bags at the hotel (414). Our order Standard burger and fries/ onions combo where perfectly cooked and satisfying:),Solo,Bareburger
367,jimmiegowrs,17-Feb,Burgers with a Twist,"...which you can customize yourself... Cool concept, but not the best burgers I ever had. Still, value for money, and if you feel that organic food is important, this is the place to go. Kudos for a great burger ""bun"" made of salad, not bread.",Couples,Bareburger
368,Pellola,17-Mar,Theater district dinner score!,"I visited Bareburger on recommendation from a friend who had eaten there previously and enjoyed it. The restaurant was fairly small, and the table we were sat at was only a few feet square; both of our plates of food took up most of the...More",Business,Bareburger
369,scostelloe,17-Feb,Vegan Paradise,"Was looking for a spot for a quick bite on 46 the streetbefore a Broadway Show and ended up at Bareburger. 'Perfect' doesn't come close to summing up our experience. This grass fed, organic build your own burger and salad joint was so tasty, with...More",Couples,Bareburger
370,nadial561,17-Feb,Good burgers but the check gets on your table as soon as you start your last bite,"I recently ate here during a trip to NYC after seeing loads of amazing images on instagram of the food... and it looked even better in person!

Im vegan and my boyfriends a meat eater so we often struggle to find places that suit both...More",Friends,Bareburger
371,omaraY584QJ,17-Feb,"Tasty, tasty, tasty, and ... healthy ",The burgers tasted good and I liked the fact that we could make our own. Fries were also tasty but too oily. One thing i disliked is that the check was put on the table as soon as I grabbed my last bite and I...More,Families,Bareburger
372,netraveler4,17-Feb,"Fresh, light, healthy!",Best in class hamburgers. Made as you wish. Including sprouted buns and all kind of different meats and vegetables. Worth to come in a lively environment.,Solo,Bareburger
373,Rob007Kent_UK,17-Feb,"Sometimes as simply as a burger, fries and shake....","Had lunch at Bareburger.  Lovely service, truly excellent fresh food.  Several of us being vegetarian thoroughly enjoyed all the choices.  Would return in a second.",Business,Bareburger
374,jkabel,17-Feb,"easy and good, and vegan for those that need","This is a great little restaurant serving good quality burgers, sandwiches and salads.  The menu is quite extensive with the ability to build your own burger or choose a pre-selected.  The food was served quickly and the service was prompt and efficient.  We enjoyed wonderful,...More",Solo,Bareburger
375,costumerppp,17-Feb,delicious sandwich,"great place, cheep, fast, in the theater district 

i am a veg head, and i love the food here, my friend loves meat and they loved their different type of burgers.

ring, things, fried pickles perfection",Friends,Bareburger
376,Wentink,17-Feb,"Very tasty food, nice staff",I recently stopped at Bareburger for a quick dinner bite while my husband was working out of town. He has eaten at this restaurnat several times for business lunches and had many good things to say about the menu and taste of the food. The...More,Friends,Bareburger
377,DarrenHumphrey,17-Feb,Delicious but over priced,"We were here on a Saturday evening and the food was served quickly and delicious. 

Before starting into a muscial near Times Square or the night life of Hells's Kitchen it's a good option to dine here.",Families,Bareburger
378,Brent W,17-Feb,Great place for a lunch or dinner in theater district,"$50 for two burgers, shared fries and a shared shake.  It was all delicious, especially the peanut butter and dark chocolate shake.  

Don't order the ""sharing size"" fries unless there's 3-4 of you, it's an upsell otherwise.  

I give them kudos for have a good...More",Business,Bareburger
379,JosephP_11,17-Jan,Reliable with plenty gluten free options,Great menu with lots of delicious choices.  Especially good place for conversation and a good place to meet due to relaxed and quiet atmosphere.  Plenty of options for vegetarians and good choices of wine and beer.  Handy for a pre- or post theater dinner.,Couples,Bareburger
380,lozzarose,17-Feb,Glad we found it!,gluten free buns and veggie and meat patties.   It is reliably good and service is efficient and friendly,Families,Bareburger
381,shantifairy,17-Jan,Beautiful organic burger <U+0001F354> ,"Saw this place online but didn't manage to get to it the day we wanted to. Just so happened to be walking one day and we stumbled across it and decided to have lunch, boy am I glad we did! 
You can chose to either...More",Families,Bareburger
382,Michael-James_Lee,17-Jan,Decent Burgers,"Fantastic food!
Beautiful burger, nice decor, quick and easy; a little on the pricy side for buger and fries but unlike some other here in NYC, the food of this place got easily digested!
They use all organic food and there is even a paper...More",Couples,Bareburger
383,Mange2teTA,16-Dec,"Great location, early lunch: no wait!","A nice little bar/restaurant specializing in DIY burgers, amongst a buzzy atmosphere, the service here was very good with decent tasting burgers overall",Families,Bareburger
384,Stephaniedawson,16-Dec,Great!,"Since it's so close to Times Square, this is a great location to grab an early lunch (after getting your TKTS). We arrived just after opening and there was no wait, the service was efficient, the food delicious (although the burgers are a bit small)...More",Friends,Bareburger
