,nickname,Visit,Title,Review,Traveler_type,Restaurant
255,Sigm3853,18-Apr,Tip Top burgers and fries,"Arrived in NTC after a long flight. Found this place and had one of the best burger experience ever. Great beer, fries and burgers, 100% quality and great taste. Very recommendable!!",Business,Black Iron Burger
256,Cooney70,18-Apr,Fancy a burger in NYC ?,"Want a quality NYC burger at reasonable prices? Go here you wont be disappointed,good service and great burgers.",Solo,Black Iron Burger
257,RunningMark19,18-Apr,Great burgers!,"This place had a fantastic vibe/atmosphere and great food. Helpful staff, quick service, great location.",Families,Black Iron Burger
258,emilyjatherton,18-Apr,Amazing burger and fries ,"We visited Black Iron Burger this evening and we certainly weren't disappointed.

The ai-oli fries were a real stand out for us - full of flavour! The meat was cooked perfectly also.

The staff were very attentive and gave suggestions when prompted. One waiter in...More",Families,Black Iron Burger
259,AlannahLilley,18-Apr,This hidden treasure is a must ,"Just make sure you have one meal here. Staff outstanding, food so good my husband literally inhaled it. 
Order sides separately but at your own peril, we ordered a burger each, fries and coleslaw to share. I couldn’t finish my burger and we hardly touched...More",Business,Black Iron Burger
260,timd7continents,18-Mar,Focus on the burgers,"Excellent burgers, lots of options. Onion rings are good. Fries are just OK. Pleasant service. I'd be happy to go back.",Friends,Black Iron Burger
261,alynagh,18-Mar,In town for a show,Drenched while sitting at the bar (seat where the bar curves).  Actual water streaming down on my head/coat.  Manager did not speak to me.  Pretended it didnt happen as the bartender was offering me napkins to dry off.  Then it happened again.  Gross.  Health Department...More,Friends,Black Iron Burger
262,naycox,18-Mar,Great food,Food was excellent. Place is small so expect to wait. It’s worth it. Truffle fries were awesome and the kids loved the milkshakes. Good beer selection too.,Business,Black Iron Burger
263,AdiLeeJones,18-Mar,Good burger,I chose this place based on google advice. The place is nice and the stuff is very nice. The burger is also on a good level but for sure not the best I ever had - and not the biggest one. Prices are rather on...More,Friends,Black Iron Burger
264,EyalCo,18-Mar,Super fine,One of the best burgers I've had: the 'masterpiece' in menu is indeed a masterpiece :) the mexican salad was very fresh and tastey. Highly recommend!,Couples,Black Iron Burger
265,helentraveller1976,18-Mar,Great burgers!,One of the best burgers I've ever had . Tasty and good value. We had the classic burger . A great find!,Families,Black Iron Burger
266,xmbog,18-Mar,Best Burger In Last Year,"Very good meat, good sauces and add ons, but without hiding meat's taste. Great french fries. Nice staff and location.",Solo,Black Iron Burger
267,415dann,18-Mar,Very good,"Awesome burger. The meat is the best we had in NY so far. The tables are a little small, but if you are 3 or less it's perfect. The black iron burger was really good",Solo,Black Iron Burger
268,345brendas,18-Mar,Great burgers and truffle fries,My daughter and I visited this place based on the trip advisor ratings and it was well worth the trip.  The burgers were fantastic and the truffle fries were fabulous and the service was great.  I highly recommend this place for a quick bite to...More,Couples,Black Iron Burger
269,RaoulL904,18-Mar,As advertised! ,Rated high so we had to see what the fuss was all about. Sure didn’t disappoint! Place is smallish so either get there when it’s not traditionally a busy time or get a reservation. Burgers were fantastic! Cooked to perfection! Fully recommend!,Solo,Black Iron Burger
270,Salopfood,18-Mar,First new york burger,Stopped by on the strength of the trip advisor score. Went for yhe black iron burger medium rare ufo palr ale and loaded fries. The burger was superb just melted in the mouth. The beer was well kept and not a bad effort at british...More,Families,Black Iron Burger
271,wawwoo7,18-Jan,great burger!,"I consider myself a burger connoisseur ... this burger was cooked to perfection, medium rare as I requested ... my wife was well done, as she requested .... and it tasted very very good! The normal fries ... were good, but not great .... i...More",Business,Black Iron Burger
272,lilyjilly,18-Mar,Best burger in NYC,"We were on a quest to find the best burger in NYC and may just have done that on our last day, not to mention the special loaded fries, omg. Not the cheapest but nowhere is really in new York but both food and service...More",Couples,Black Iron Burger
273,Perry L,18-Feb,"Good food and staff, place was OK","I have to admit, the burger, margarita and brownie were very good.  I also had a short, but nice, conversation with the bartender, but, that was about it.  The place is highly rated, but I just didn't think it was worth it.  Yes, it is...More",Business,Black Iron Burger
274,Cathy M,18-Jan,Very good burger.,"This was a surprise. Excellent burger, well located in midtown, near Penn Station. Fast service. A little noisy at lunch.
It does get crowded.",Families,Black Iron Burger
275,chadr822,18-Feb,Burgers were good but not worth the money,The burgers were very good but this restaurant is good but not a great value for a family since there are no kids meals.  Price for 2 adults and 3 kids under 10 was over $80 for burgers and fries and no alcohol.   A great...More,Business,Black Iron Burger
276,sallyr480,18-Feb,"delicious burgers, great ambiance!!!","we stopped for lunch on a Sunday afternoon.there was a Laliga football game on & the atmosphere was great, cheering, clapping.. staff are polite & nice. the place is neat, nicely decorated. as for the food it is extremely delicious, we had a BlACK IRON...More",Couples,Black Iron Burger
277,Gwen A,18-Feb,Best burger in NY,"This place was down the street from our hotel and we stumbled on it, jet lagged and tired on our first night. Well, boy did we strike it lucky! We had the Black iron burger and the truffle one, both rare as they come and...More",Business,Black Iron Burger
278,BASP104,18-Feb,What a burger!,"Told this was the place for the best burger in the city - was not disappointed.

Great selection, friendly service and not too pricey. Worth a visit!",Business,Black Iron Burger
279,393alexisk,18-Feb,Weird timetable... ,"What restaurant in the world closes earlier on a Saturday (8pm) than weekdays (11pm)??? We went all the way there with under 0°c temperatures tu find it shut at dinner time...yes, 8.30pm.",Solo,Black Iron Burger
280,Carol B,18-Jan,Decent burgers ,We stopped here because of the reviews.  The bun to meat to toppings ratio was good.  Our server misunderstood our drink orders because of a language issue (we spoke English—they were English learners).  We’d stop here again if we wanted a burger for a non-New...More,Friends,Black Iron Burger
281,Dan S,18-Jan,Visited twice during our trip.....2 nights running!!,"We visited BIB twice during a 5 night stay - absolutely loved it. Service was great both nights, really friendly attentive staff with a great atmosphere. We were even remembered on our second visit!

Truffle fries are highly recommended and the homemade guacamole is incredible!...More",Business,Black Iron Burger
282,rascallc,18-Jan,Fantastic burger experience. Simply the best.,Discovered the BLACK IRON BURGER whilst exploring this part of the city. The choices were many the taste was sumptuous or ‘burgerliscious’ if you like.,Solo,Black Iron Burger
283,Gared S,18-Jan,"Excellent Burgers, Very Rude Host",My girlfriend and I were searching for a unique NYC restaurant rather than one of the big chains when we stumbled upon this place.  We were not in the mood for burgers but they were EXCELLENT!  I created my own and my girlfriend ordered the...More,Couples,Black Iron Burger
284,baggieswba67,18-Jan,Great burgers,Great tasting burgers and a wide selection of beers. Friendly atmosphere and staff. Would highly recommend to anyone,Solo,Black Iron Burger
285,Peggy33545,18-Jan,Great burgers and Service ,We were walking around trying to figure out what to have for din din and came across this place. We love local flavor places and only give a good review when it truly is good!! The burgers were absolutely delicious and the beer was good...More,Business,Black Iron Burger
286,Joe6strings,18-Jan,Great burgers and beer!,"Excellent tasty and fresh burgers - they do it right. They have about a dozen taps with various local and national craft beers which can be ordered by the pint or pitcher. The place is small, and the the small bar very crowded, but the...More",Solo,Black Iron Burger
287,Christopher W,17-Oct,Well sourced beef washed down with craft beers,"Having read some of Black Iron’s many positive reviews on Trip Advisor, my wife and I hot-footed to this 60-yard long bar to satisfy a huge appetite after walking the High Line.  Black Iron’s management takes great pride in how they cook their meat and,...More",Business,Black Iron Burger
288,expandyourhorizons10,18-Jan,Burgers!,When it’s in the name order it! Very fair priced tender juicy burgers. Order the fries separate but they are  great too. Cozy friendly bar.,Solo,Black Iron Burger
289,deborahhH502DV,18-Jan,Delish,"Always make a trip if in town, burgeers are the best! Also all sides are fabulous! Serve friendly and always quick.",Families,Black Iron Burger
290,Cakebreadt,18-Jan,Great juicy burger and nice bar,This is a nice burger place with a comprehensive bar as well. My black iron burger was very juicy and cooked great!,Families,Black Iron Burger
291,S6091JCtimh,18-Jan,Quick Burger Meal,I had the iron burger (rare) and was impressed. Try the garlic chips they are fantastic. I recommend the Coney Island Pilsner to wash it all down.,Couples,Black Iron Burger
292,cherylw517,17-Dec,Delicious burgers. Great atmosphere.,The burgers were great. Loved the atmosphere. It was exactly what we were looking for. Great little gem in NYC.,Couples,Black Iron Burger
293,James D,17-Dec,Great burgers attentive staff ,Enjoyed the unique burger options.  The staff was helpful in selection and checked back frequently.  Friendly staff.,Solo,Black Iron Burger
294,southerngirl01234,17-Dec,Excellent Service and Food,We both had the regular burger and added toppings along with the spicy wings and they were really good. The bread pudding was the best I have ever had I wish we would have ordered two of them cause it was soooo good!! Our waiter...More,Couples,Black Iron Burger
295,325namel,17-Dec,Not Worth It,"Walked in, was greeted however when mentioned family of three, waitress said 15-20 wait. Main waiter was very rude and aggressive and kept moving. A family of four walked in about 5 minutes after I was in and the waitress said 10 minutes Max and...More",Business,Black Iron Burger
296,Dave_1556,17-Dec,Decent burgers,"Really good burgers.  Reasonable prices for NYC.  5 burgers, order of fries and pitcher of hofbrau for $98.",Couples,Black Iron Burger
297,Fredblake01,17-Dec,Best burger in NYC,"We found black iron on trip adviser during a week long holiday in New York 

We are out for lunch and dinner every day and this was the best burger we had and the best place we ate at all week.",Solo,Black Iron Burger
298,375jillb,17-Dec,Good burger,"Not a big place but good flavour burger nice chips, good atmosphere just round the corner from Macy’s, well worth a visit",Friends,Black Iron Burger
299,zse z,17-Nov,Excellent food,"The burgers at this place are amazing. The French fry selections of flavors was a real treat. With friendly service and a great location, this place is a winner for me.",Solo,Black Iron Burger
300,Brandi S,17-Nov,Okayish...,"Beer was good, burgers didnt have a lot of flavor unless you went with something that had flavorful toppings. It was just okay. It did fill up quickly with locals. Service was good, friendly. Doubt I would go back though.",Friends,Black Iron Burger
301,Greg8944,17-Nov,Great burger,"We stopped here for supper after the NYC Marathon, we had a short wait as it was real busy and it’s a small place, but it is worth the wait. It is nothing fancy, but it has great burgers, I had the Hash brown burger...More",Business,Black Iron Burger
302,mdbennett,17-Nov,Good burger Good service ,"After reading the reviews of Black Iron Burger I guess I expected more.
Don’t get me wrong it was worth dining there.
I had lunch, sat at the bar.
Everything was good.
Nothing spectacular.
Service was good as well.

I ordered a beer, the BIB...More",Families,Black Iron Burger
303,Michael W,17-Nov,My Favourite New York Meal So Far,I was looking for a steakhouse wasn’t so posh in midtown because I wasn’t dressed the part (I had come from the gym) I needed that protein fix and this was just the place. They also use real fruit in there milkshakes.,Business,Black Iron Burger
304,solei15,17-Oct,NICE ACCIDENT,"we were doing some shopping in the area and we got VERY HUNGRY so we looked up in google for MEAT/steak and this showed up so we went. 
VERY CASUAL, nice people, cheap but quite a decent burger. This is the kind of place for...More",Friends,Black Iron Burger
305,Garyjack,17-Nov,Amazing Burgers,"Found this place on our first nights stay in New York. Quick service, great burgers, beer and great value.",Solo,Black Iron Burger
306,925aur_lienc,17-Nov,Great burger at a reasonnable price,We had some very nice burgers there and the menu is quite large. One of the most original burgers I had in the City. The Ai-oli fries and cajun fries were also amazing. I wish they would have accepted to move us to a different...More,Business,Black Iron Burger
307,kdvm821,17-Sep,Great Burgers!,"Checked this place out during a stay in NYC. It was a reasonable priced restaurant, especially considering that it was in Manhattan. The food was delicious! We loved our burgers and truffle fries. The service was good too! When we went here, they ran out...More",Couples,Black Iron Burger
308,MPLUSMDESIGN,17-Oct,Horseradish Cheddar (drops mic),"Built my own burger to-go. Wish I had more time to spend in town so I could work up another big appetite. This place knows how to do burgers; bun was toasted and on it, pickles were zingy and plentiful, bacon was real, cheese was...More",Friends,Black Iron Burger
309,ricardoarguellojr,17-Oct,Excellent burgers,The food here is excellent. We tried three different burgers and a side of truffle fries and all were delicious. Service was above par. The place is very nice.,Friends,Black Iron Burger
310,etreviewseverything,17-Oct,Great sweet potato fries,"Delicious, slightly more affordable burgers. You can design your own burger toppings or have one of their choices. The sweet potato fries are the best I’ve had. Try avoid the lunchtime rush +-1:30 as it gets very busy and noisy.",Business,Black Iron Burger
311,Garry C,17-Oct,Decent burger poor utensils,Decent burger had here but not sure of hype on best burger NYC. Very decent but nothing special. Quick polite service but bit poor with plastic knives and forks on side making it feel a little cheap. Worth a try if passing but would not...More,Business,Black Iron Burger
312,paul l,17-Sep,good burger,"I would hate to think this is the best burger in New York. It is a decent burger, nothing special. The bun was nice, but the patties were on the smallish size and not remarkable. The onion rings were tasty if you like them lightly...More",Families,Black Iron Burger
313,acciren,17-Oct,Great burger.,"Found this place on TripAdvisor and we weren't disappointed.  I created my own burger which was delicious.  I would also recommend the Cajun fries, spicy!",Friends,Black Iron Burger
314,sanitationgirl2000,17-Oct,had a great lunch,"after walking all around the city, we were very hungry and wanted to stop and sit down and have a nice lunch.I had one of the best salads i ever ate, which i think was called a ""rosa salad"".i was just dissapointed they had no...More",Friends,Black Iron Burger
315,Travels-Lots3759,17-Oct,"Decent burger, great fries, small but nicely selected beer menu","Our hotel suggested this place for burgers, touting the ""Texas-Style"" burger with a fried egg on top. Didn't order that but did order the Little Italy burger - bacon and Gorgonzola - a beautiful thing. Also had the truffle/cheese fries - great! These are the...More",Business,Black Iron Burger
316,N F,17-Oct,Good burger joint. ,We arrived at the restaurant about 6pm and were seated right away. They weren't that busy but service was a little slow but not a big deal. Both of us got burgers and fries. The burgers were good just not as juicy as I would...More,Friends,Black Iron Burger
317,LPR9,17-Sep,Best burger?,"First of all, it's hard to really call this place a restaurant. It's really small and there's only like six barstools and super tiny counters to eat on. The burger menu is large and impressive. I had the burger salad because it sounded unique.

But...More",Solo,Black Iron Burger
318,Eggwod,17-Sep,Must have burger! ,"Googled 'best burger in NYC' and this place came up. If you want an excellent quality burger, then visit this place. Great value for money, tasty food and amazing service. Doesn't disappoint!",Couples,Black Iron Burger
319,SingaporeBms,17-Sep,Seriously not to miss,I walked past this place a couple of times before deciding to give it a try. It was a great decision.  The burger is cooked to perfection. With full flavour. Highly recommend the Black Iron. Their sauce is just the right blend of yummy and...More,Couples,Black Iron Burger
320,kwizzol,17-Sep,The burgers are great!!!,My family of four was looking for a good place to eat on our last night in NY. We found this gem and it was delicious!! The burgers reminded me of home cooked patties!!,Couples,Black Iron Burger
321,AnAnthropologist,17-Sep,Burger Gem,"We stumbled by when we were in the general area for a play. Great burgers and fries and choices of beer. I had the black iron burger and my husband had the patty melt. Unlike many places, our burgers were cooked as ordered and the...More",Friends,Black Iron Burger
322,penguin_penguino,17-Sep,Excellent food at reasonable price!,"Went with friends before seeing a Broadway show.  Service was quick.  Burgers/sandwiches were excellent and the sides, although they did not come with the meal, were a generous portion and well worth it.  One friend and I both had the chicken club sandwich and sweet...More",Friends,Black Iron Burger
323,Tom H,17-Aug,Simple but amazing ,"We were recommended the Black Iron Burger in East Village by our air bnb hosts and it was perfect. 

It's a friendly and lively sports bar with a great atmosphere. 

The food was quick and tasty, with so many pretentious burger joints it's refreshing to...More",Couples,Black Iron Burger
324,87anial,17-Aug,Amazing burgers,"We had the mushroom truffle burger, just amazing.  We are usually not big fans of burgers but this one was the best ever. The meat is so tasty and the sauce so good!! We also had the guacamole and the onion rings. Everything was good....More",Friends,Black Iron Burger
325,ribble2016,17-Aug,Great Service and Food Spoiled by Angry Foul-Mouthed Co-Owner,"My family and I had luckily finished our meal and were having drinks.  Just as we agreed the food and service was great, our evening was interrupted by a loud tirade of verbal abuse being shouted down a mobile phone from a very angry man...More",Friends,Black Iron Burger
326,nonib501,17-Aug,Quick dinner,"As the name says, went for a burger and beer...and some chicken fingers...the truffle burger was great, the herb fries as well, but i cant say the same about the chicken fingers, they were over cooked...and also to bad the dont give you metal forks...More",Solo,Black Iron Burger
327,Marcbari1985,17-Aug,Great Visit - No frills but great burgers,"We walked over 10 blocks after reading solid reviews on trip advisor. Worth the walk , it's a small and long joint seating wise and has great ambiance with the low lighting. My wife had the veggie burger and I had the iberico burger &...More",Solo,Black Iron Burger
328,Tracy M,17-Aug,"Great value, service & food","If you're stuck for a place to eat and you're a couple or family staying in Midtown, this is a great restaurant. Portion sizes are on par with England. Burgers are delicious, fries can be shared. Service is very quick. Can be quite loud inside,...More",Couples,Black Iron Burger
329,Tourist249391,17-Aug,Great burgers with friendly service ,"The burgers at this place are amazing. The first night I had their signature burger with mushrooms (sorry can't recall the exact name) and a local brew from Coney Island. The patty was cooked to perfection and flavours very well matched. In fact, it was...More",Couples,Black Iron Burger
330,Julio N,17-Jul,EXCELLENT BURGER SPOT.,"We just arrived , left our bags on the hotel and started to walked heading to Time Square . I had this place on my saves list for the trip so we went in to ck it out. Place have a good ambiance like a...More",Business,Black Iron Burger
331,cwcoleman,17-Jul,Killer burger patties,"The patties were delicious. One of the best cooked and seasoned burgers I've ever had.   
   
The bun was not my favorite, but it was just fine. The toppings were well done.   
     
I got a small fry and ate it all. They were crispy and not...More",Business,Black Iron Burger
332,AndyWilson,17-Jul,Great start to NYC visit,"We'd just flown in from London, body clock out of sync and needed food. Black Iron Burger hit the spot; excellent food and great service. Plus a good selection of local craft beers. Not too busy early (7 p.m. on a Friday) but was full...More",Solo,Black Iron Burger
333,hanalc,17-Jun,Great burger,"Had a great Turkey burger here, ordered fries on the side and the drinks were pretty huge. The service however was a bit relaxed and slow.",Solo,Black Iron Burger
334,RogerfromTown,17-Jul,Solid lunch,My family and I ate lunch here on a week day. Got a warm welcome on arrival. The drinks menu offers a good range of different beers. The specialist burgers are all tempting.,Families,Black Iron Burger
335,Dutch H,17-Jul,Burgers and Brew in midtown.,"Great burgers, great beer (Hofbrau!) and wonderful cider (Mckenzie?), and fast, New York style service: fast and courteous.

Local place in midtown (garment district) on 38th between 7th and 8th.",Business,Black Iron Burger
336,jahayes5,16-Aug,Great burgers,"Had one of the best burgers here. They are really big so you can split one no problem.
Great selection better than going to any quick restaurant.",Business,Black Iron Burger
337,Kim B,17-Jul,Fantastic burger!,"The black iron burger was amazing. I asked for medium, when I cut it open,  I thought it was a bit rare. As I worked my way through it,  I would not have had it conned anymore than that. Perk: it was a fairly neat...More",Solo,Black Iron Burger
338,Tamedscot,17-Jul,Great Burger Look no Further! ,"Tables turn over fast so if they are full just wait in line, it's worth it although of course you can always book if you are in a larger group. The burgers and side dishes are all really good and prepared with care and although...More",Business,Black Iron Burger
339,Amy N,17-Jul,Amazing burgers ,"Great food, quick and friendly service. There's the option of building your own burger which was great. A very good price for eating out in New York.",Solo,Black Iron Burger
340,ongwl82016,17-Jun,Best Burger in NY,"Tried and I must said these were the best burgers we took during our trip to the East Coast. Good recommendation from staffs and burgers were cooked to what we preferred; medium and juicy. With a pint of beer to go along, this was one...More",Couples,Black Iron Burger
341,wilsop51,17-Jun,Hole in the wall burger joint,"I expected a larger place from the description.  It has a counter to order and about 7 stools for eat-in.  No tables.  Burger was average and on the small side.  Fries were good. Prices were a little high, but this is New York City after...More",Families,Black Iron Burger
342,mdmoss1,17-Jul,Burgers are off the hook!,"We eat here all the time for work lunches and post work with family. The burgers are great, the prices are low and the Caesar salad with chicken is amazing for a burger place.",Couples,Black Iron Burger
343,U4378FUkevin,17-Jul,Nice selection of burgers,"Beef, turkey, and veggie burgers were all good (didn't try the tempura fish burger).  Nice set of toppings and sauces you can customize your burger with.  Enjoyed!",Business,Black Iron Burger
344,MaryAnn P,17-Jul,Great burgers with reasonable prices!,"Great little spot for burgers and fries without resorting to a chain.  We enjoyed the atmosphere, food and fries.  Would go again!",Business,Black Iron Burger
345,AndersRoren,17-Jul,Burger and beer,"At this place we got really good burgers. They also had a decent beer selection. Very enjoyable, recommended.",Solo,Black Iron Burger
346,Brian M,17-Jun,Hit The Spot!,"Very impressive place, with great food and service to top it off!  I had the Italian burger, my wife the chicken club.  We shared the onion rings and truffle fries.  Best burger I've had in a long time, and the club sandwich was impressive.  The...More",Families,Black Iron Burger
347,Artemus_Gordon,17-Jun,Good stop if you feel like a burger,"The menu essentially is burgers. Mine was very good but not outstanding. Reasonable selection of craft beers. Ate at the bar…service was good and friendly (bartender was woman from Argentina)…made for an enjoyable experience. If you feel like a burger, reasonable prices, it is a...More",Solo,Black Iron Burger
348,MarylandFamily89,17-Jun,Great Burger and Craft Beers,"Happy surprise to find such good food near Penn Station.  Had their housemade yucca chips and guacamole - delish. We all loved our burgers and the craft beers.  Our service was great too. Bar-ish setting, but fine for kids.",Friends,Black Iron Burger
349,Heather F,17-Jun,Yummy Burgers,While on a day trip to NYC to see Kinky Boots this past Saturday – we stopped in for the truffle burger and fries. They open at 12 and we walked in about 12:15 – only a few other people there – we were quickly...More,Couples,Black Iron Burger
350,BJLittle,17-Jun,Fab,"Decided to pop up from where we were staying at the New Yorker. The place was full and we were a party of 8. They were really friendly and told us to to wait ten minutes. The food was great, everyone really enjoyed the burgers...More",Business,Black Iron Burger
351,fiay2014,17-Jun,the burger you need,"The whole family was happy, it's a small but nice and clean place. Quality of food and choice of beers are great!",Families,Black Iron Burger
352,evilearl,17-Jun,Great burger and onion rings,"Based on the reviews I saw, had to try the burger. I'm glad I did, very good and the onion rings are a must. The service was excellent.",Solo,Black Iron Burger
353,ftkeji2016,17-May,Very good burger and very good service !!,"This was a very good surprise !

End up passing by and had no much expectation !

But, store was very clean and service was very good and kind !!

There are many types of sandwiches, ordered specialty 'The Black Iron' which horseradish cheddar was...More",Friends,Black Iron Burger
354,Melikueh,17-May,Best burger in NYC,"When we arrived in NYC, we wanted to try burgers as it is the home of burgers! 
We’ve decided to go to Black Iron burgers to give it a try. When we got to the restaurant, the staff were very friendly and they seated us....More",Business,Black Iron Burger
355,Dinti78,17-Jun,Top notch!,"Probably my personal opinion about eating hamburgers in Manhattan during my first short travel to New York City won't be so accurate as if I were a real New Yorker, but I think I am so lucky to have found a lovely place like this...More",Solo,Black Iron Burger
356,John O,17-Jun,Good burgers,"We ordered the Masterpiece burger and the Veggie burger plus fries, which we enjoyed. Just not used to fried eggs in NY which seem barely cooked while their bacon is always way over cooked, to destruction! The meat paddies were as claimed, very good. The...More",Couples,Black Iron Burger
357,FrankPalaia,17-Jun,Quick Lunch,"On our way to walk the High Line, we stopped here to have a light lunch. We each had a different kind of hamburger which was cooked perfectly, and the French fry selections of flavors was a real treat. The cost was modest and the...More",Couples,Black Iron Burger
358,Mark K,17-May,Affordable and quality well-matched,"Nice vibe, good menu, good beer choices, really good burgers and even the fries are good. Nice that there's a place like this in an area lacking in overall quality restaurant choices.",Couples,Black Iron Burger
359,Eventscotland,17-May,Great burger,What else can you do mid afternoon on a wet day? We had a late lunch here &'Service very good with a very pleasant waitress greeting us & quickly providing drinks etc. Food was good & plenty of it & my burger was yummy plus...More,Families,Black Iron Burger
360,rjones12274,17-May,Can't go wrong with Black Iron,"I was in town for a business trip and decided to stop by B.I.B for a quick lunch.  As usual, the place was bustling with customers.  There's always a good vibe there.  I had the Black Iron Burger and a small order of fries.  The...More",Friends,Black Iron Burger
361,ng4uk,17-May,Subpar ,The burgers are decent the fries are good but just nothing spectacular and flavor on the burger. Had the loaded aoli fries which are decent but very garlicky.,Solo,Black Iron Burger
362,Andreas B,17-May,Great burgers and service,"This is a great burger joint with a really nice selection of beers, works equally well for lunch or dinner. Had the Black Iron Burger with a side of onion rings. The burger packed some great flavour, texture and bun-to-meat ratio. My only wish was...More",Solo,Black Iron Burger
363,victoriasL5939DF,17-May,"Great service, Good food.","I'm not sure about this location.  we went to one on 7th Avenue just south of MSG.  But this is coming up as the closet to the location. Anyway,  The food was good.  The service was great!   The dessert brownie with Ice cream was FANTASTIC!...More",Business,Black Iron Burger
364,994b_rdh,17-May,Nice burger,"Nice burgers and sudeorders,  and good service. Nice place for the lunch or a little snack meal in New York.",Families,Black Iron Burger
365,G4585TBjohnh,17-May,Eventually found it - well worth the search,"Great burger cooked to perfection , great service, great atmosphere, relaxed yet professional. Will be back !",Couples,Black Iron Burger
366,marcuspolos,17-Apr,"Excellent beer, burger and service","I have been eating at this chain since years and i have never been disappointed by the quality of the burgers, its ingredients, the beers and the service. 
This time i went there with my mother. 

If you step by at the one in the...More",Solo,Black Iron Burger
367,215h_vardj,17-Apr,Nice place ,"Really good food. Well worth a visit! 
We had both burgers and sandwiches, and everyone was very pleased with the food.",Couples,Black Iron Burger
368,882tanyam,16-Jun,Best burger we have ever eaten,"Came across this one chilly night after a massive day. The food was amazing! We had the black iron burger  - best burger ever. We also had the fries which are no ordinary fries, they come with shallot topping, side of aioli and a side...More",Business,Black Iron Burger
369,Mitch R,17-Apr,Best Burgers iv eaten in NYC!,"This place is an absolute find! The menu is easy to understand, plenty of options, very reasonably priced.

The wait staff are excellent, the crew cooking the burgers are legends, i couldn't recommend this place higher.

Its a great place for a burger and a...More",Couples,Black Iron Burger
370,cguigui,17-Apr,Un restaurant à voir et visiter ,"Great choice of burger and beer, very fast service, the setting of the restaurant is very nice and warm. I can only recommend this place for a burger in New York.",Friends,Black Iron Burger
371,66laureneb,17-Apr,Another Great Found Place....YUMMY,Loved this restaurant-we sat at the bar. Found it by just walking by. Food was delicious and the staff were great. Highly recommend this place! The sweet potato fries were definitely the best I have ever eaten! Ibiza burger with ham and manchengo cheese mmmmmmm...More,Families,Black Iron Burger
372,jenniferspeth,17-Apr,Perfect burger place! ,"If you are looking for a restaurant near the theater district, that is inexpensive, family friendly and quick OR if you just love a good burger, you would love this place. We stumbled upon this spot today and was super impressed. Smaller menu, burgers, fries,...More",Solo,Black Iron Burger
373,jcms26,17-Apr,Everything you want from a burger!,This place is only a couple of blocks off Times Square and well worth a visit. I'm a veggie and my partner is the complete opposite and this catered for us both! Great selection of burger toppings and the garlic fries were delicious! Really good...More,Business,Black Iron Burger
374,girlsfrommn,17-Apr,Yummy ,"Walking the city. Looked for a lunch spot black iron came up Delicious, fast and friendly service.  Great value",Solo,Black Iron Burger
375,amf5100,17-Mar,Excellent burgers,Group of 7 and everyone was happy.  Awesome burgers.  French fries were crispy.  Service was good.  I recommend.,Friends,Black Iron Burger
376,ilanat54,17-Mar,Too pricy.. not that good,"Thank you for stopping by and the wonderful feedback, we hope to see you again soon! 

Best,

Victor 
General Manager",Friends,Black Iron Burger
377,VilleK342,17-Mar,Awesome hamburgers for reasonable prices,Very small burger. Not that good. The size of McDonald's burger. Won't go there again for sure. Though the patty made of fresh meat.,Families,Black Iron Burger
378,455brianp,17-Mar,Great burgers poor service,If you love good hamburgers this is the place to go in NYC! Prices were really reasonable too. A lunch for 4 persons was 80$ including beers and tips.,Business,Black Iron Burger
379,cruhl,17-Mar,"Great burger, great service ","I come in once or twice a week because their burgers are great. Cooked medium rare like I like it.
The wait staff is really bad. So is the atmosphere but that could be because of the staff. Each day I walk in and think...More",Couples,Black Iron Burger
380,782sandyh,17-Mar,Best Burgers In the City,Found this burger place thanks to trip advisor. Totally worth the visit. The burgers were cooked perfectly on a not so ordinary bun. Tasty skinny fries on the side with a nice selection of different beers. We were seated right away and the service was...More,Families,Black Iron Burger
381,diegoj47,17-Feb,Beer & Burguer,"We stayed at a hotel near here, and thought we would hop over because it was close. So glad we did!  I had the Little Italy Burger, and my sisters had the Masterpiece and the Classic. They were all perfectly cooked and the flavor was...More",Families,Black Iron Burger
382,Jessica M,17-Feb,Worth the visit,"Excellent atmosphere with a really nice beer menu ! Ana, the lady that helped us, was very kind, she increased our experience at the BIB. If you are a real beer lover and are up to some nice burguers, you found your spot.",Couples,Black Iron Burger
383,MartinS10463,17-Feb,Definitely worth a visit,"Me, my husband and kids wanted a good burger place to eat at, so I started to research places. I came across this place and glad I tried it out. The burgers were awesome and we tried the loaded fries which had this spicy ranch...More",Families,Black Iron Burger
384,wednesdayrobyn,17-Jan,Great Burger,"I do recommend. We had 2 different burgers, 2 different beers, fries and coleslaw. It was delicious however coleslaw could be a bit tastier.",Friends,Black Iron Burger
385,kcpitchreader,17-Feb,"Great burger, good place to relax next door upstairs.",Good selection of unusual burgers or you can order the plain classic and add your own topping. I chose the hash brown burger and highly recommend it. The portions weren't huge by US standards but they were certainly enough to fill you up. Staff are...More,Business,Black Iron Burger
386,earladybon,17-Feb,Quick Lunch,"Had a great burger while I was there, thick and juicy and well cooked.  All the fixings were great.  Met a young Russian lady while there, she was next to me at the bar grabbing a quick bite to eat.  Quite a looker.  She invited...More",Families,Black Iron Burger
